#domain,ioc,uri_path,ip
atlantisenergysystems.com,Possible Cobalt Strike C2 Domain,/tab_shop_active.css,45.92.127.141
atlantisenergysystems.com,Possible Cobalt Strike C2 Domain,/tab_shop_active.css,47.87.131.22
atlantisenergysystems.com,Possible Cobalt Strike C2 Domain,/tab_shop_active.css,5.42.66.28
ausixo.xyz,Possible Cobalt Strike C2 Domain,/api/3,20.239.64.43
australiansuper.xyz,Possible Cobalt Strike C2 Fronted Domain,/owa,13.55.24.36
auth.webapi-telegram.com,Possible Cobalt Strike C2 Domain,/msdownload/update/v3/static/trustedr/ru/authrootstl.cab,185.105.1.233
awesomejackson.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/__utm.gif,20.94.177.31
awesomejackson.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/__utm.gif,23.98.137.196
b.oobcsilent.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,64.176.45.219
baidu.hao012.tk,Possible Cobalt Strike C2 Domain,/image/,139.224.189.177
baidu.moonsir.cf,Possible Cobalt Strike C2 Domain,/wp08/wp-includes/dtcla.php,150.158.13.117
bid.skhystec.com,Possible Cobalt Strike C2 Domain,/gmail/about/static-2.0/js/main.min.js,195.133.53.144
bingobangobongobishbashbosh.xyz,Possible Cobalt Strike C2 Domain,/ki.js,45.66.151.195
binsmob.com,Possible Cobalt Strike C2 Domain,/pixel.gif,31.44.184.74
blacktulip.tk,Possible Cobalt Strike C2 Domain,/visit.js,95.160.103.159
block.health-degree.com,Possible Cobalt Strike C2 Domain,/j.ad,54.145.9.123
bot.qianxinsecurity.com,Possible Cobalt Strike C2 Domain,/pixel,114.132.67.32
bot1.qianxinsecurity.com,Possible Cobalt Strike C2 Domain,/cx,119.29.249.120
br.claughs.ga,Possible Cobalt Strike C2 Domain,/api/3,101.34.117.22
br.claughs.ga,Possible Cobalt Strike C2 Fronting Domain,/api/3,101.34.117.22
bravo.minutes-men.com,Possible Cobalt Strike C2 Domain,/fo,54.238.255.15
brownderbys.com,Possible Cobalt Strike C2 Domain,/design/query/9X5M3SOE0F,46.21.153.148
c1.engaageement.com,Possible Cobalt Strike C2 Domain,/jquary-3.3.1.min.js,170.187.252.14
c1.unirorm.xyz,Possible Cobalt Strike C2 Domain,/dot.gif,124.220.29.161
c2.digitalriverinfosec.com,Possible Cobalt Strike C2 Domain,/zOMGAPT,66.119.15.225
c2.engaageement.com,Possible Cobalt Strike C2 Domain,/jquary-3.3.1.min.js,170.187.252.14
c2.iamabhacker.tk,Possible Cobalt Strike C2 Domain,/admin,96.45.164.179
c2.ststjst.shop,Possible Cobalt Strike C2 Domain,/metro91/admin/1/ppptp.jpg,43.159.38.188
c2c.updatenews.me,Possible Cobalt Strike C2 Domain,/activity,101.43.64.17
c2c.updatenews.me,Possible Cobalt Strike C2 Domain,/cx,101.43.64.17
c2c.updatenews.me,Possible Cobalt Strike C2 Domain,/match,101.43.64.17
c3.engaageement.com,Possible Cobalt Strike C2 Domain,/jquary-3.3.1.min.js,170.187.252.14
cancel.soupandselfcare.com,Possible Cobalt Strike C2 Domain,/dpixel,18.212.255.134
card.starbucks.com.s3.bucket-amazon.com,Possible Cobalt Strike C2 Domain,/signin,193.187.173.137
careers.96html.com,Possible Cobalt Strike C2 Fronted Domain,/en-us/silentauth,155.138.255.64
careers.trendmicro.96html.com,Possible Cobalt Strike C2 Fronted Domain,/en-us/silentauth,155.138.255.64
cbs.sproutsec.org,Possible Cobalt Strike C2 Domain,/ptj,15.200.209.141
cc.claughs.ga,Possible Cobalt Strike C2 Fronted Domain,/api/3,101.34.117.22
cce.netuse1.eu.org,Possible Cobalt Strike C2 Domain,/sugrec,1.13.160.239
cdn.ad-tracker.org,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.adobe-research.net,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.avprotect.net,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.azureeservices.co.uk,Possible Cobalt Strike C2 Domain,/__utm.gif,98.71.232.223
cdn.dns-response.net,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.dnsportal.org,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.efstech.de,Possible Cobalt Strike C2 Domain,/adstats/v1c,213.61.251.56
cdn.ethvseos.nl,Possible Cobalt Strike C2 Domain,/image/,179.43.142.52
cdn.ethvseos.nl,Possible Cobalt Strike C2 Domain,/image/,193.42.32.19
cdn.idnslookup.net,Possible Cobalt Strike C2 Fronted Domain,/preload,20.190.42.122
cdn.microsoft-hk.com,Possible Cobalt Strike C2 Domain,/CloudGraph/Collection/v1,124.220.19.234
cdn.myfreelibrary.org,Possible Cobalt Strike C2 Domain,/login,45.152.114.14
cdn.softproxyapi.com,Possible Cobalt Strike C2 Domain,/client/v4/zones,45.152.115.128
cdn.static.ettiao.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,106.14.94.149
cdn.suiteb.io,Possible Cobalt Strike C2 Domain,/__utm.gif,107.191.57.153
cdn.update.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/api/x,121.4.237.161
cdn.update.microsoft.com.w.kunluncan.com,Possible Cobalt Strike C2 Fronted Domain,/api/x,121.4.237.161
cdn_1.cnnvd.club,Possible Cobalt Strike C2 Domain,/visit.js,185.126.226.108
cdnua01.project27strategy.com,Possible Cobalt Strike C2 Domain,/en-us/p/onerf/MeSilentPassport,104.248.61.95
cetixsystems.com,Possible Cobalt Strike C2 Domain,/fo.html,194.50.153.108
cf-cs-cloudfuctions-rkkwaxzxjd.cn-hangzhou.fcapp.run,Possible Cobalt Strike C2 Domain,/static/js/jquery3.2.1.js,121.40.51.138
charlie-twice.suiteb.io,Possible Cobalt Strike C2 Domain,/__utm.gif,107.191.57.153
charlie-twice.suiteb.io,Possible Cobalt Strike C2 Domain,/owa/,20.70.191.206
check.htl502.tech,Possible Cobalt Strike C2 Domain,/ca,101.43.165.220
check.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.145.228.117
check.up.interior-gov-pk.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,204.48.24.224
check.update.nadra-pk.org,Possible Cobalt Strike C2 Domain,/pixel,45.76.90.103
check1.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.145.228.117
chidao.icu,Possible Cobalt Strike C2 Domain,/ga.js,129.226.211.237
citrixinfo.azureedge.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,74.235.194.94
citycredito.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,54.84.149.228
cityoall.com,Possible Cobalt Strike C2 Domain,/ca,67.198.232.217
cloudflear.cf,Possible Cobalt Strike C2 Domain,/api/3,101.35.4.152
cloudupdateservice.online,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/2020/10/29136388_,193.42.32.143
coalafoods.com,Possible Cobalt Strike C2 Domain,/design/query/9X5M3SOE0F,193.27.14.245
code.jquery.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,43.142.175.45
code.jquery.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,64.176.37.64
code.jquery.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.4.1.min.js,192.144.198.126
code.jquery.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.5.1.slim.min.js,139.180.144.171
code.jquery.com,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.5.1.slim.min.js,167.179.84.218
configupdate.com,Possible Cobalt Strike C2 Domain,/ku.js,194.50.153.19
consumer-img.huawei.com,Possible Cobalt Strike C2 Fronted Domain,/lib/v2/wcp-consent.js,112.74.184.37
contact.mwam.support,Possible Cobalt Strike C2 Domain,/messages/C0527B0NM,18.184.17.94
content.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/push,8.140.135.23
content.microsoft.com.w.kunlunca.com,Possible Cobalt Strike C2 Fronted Domain,/push,8.140.135.23
cross.tradinginhealth.com,Possible Cobalt Strike C2 Domain,/j.ad,3.80.37.26
cs.aabyss.cn,Possible Cobalt Strike C2 Domain,/www/handle/doc,101.42.223.86
cs.docker-compose-update.com,Possible Cobalt Strike C2 Fronted Domain,/aaaaaaaaa,143.92.59.14
cs.hacker.wang,Possible Cobalt Strike C2 Domain,/__utm.gif,211.149.255.196
cs.kingsoft365.top,Possible Cobalt Strike C2 Domain,/activity,103.149.200.79
cs.p0dan.site,Possible Cobalt Strike C2 Domain,/async/ddljson,192.144.231.244
cs.server.bike,Possible Cobalt Strike C2 Domain,/dot.gif,154.204.59.208
cs.wsxqaz.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,114.115.184.15
cscscscscs.imalloc.cn,Possible Cobalt Strike C2 Domain,/api/3,60.188.56.136
csremote.duckdns.org,Possible Cobalt Strike C2 Domain,/dot.gif,132.145.49.27
cyberwf.cf,Possible Cobalt Strike C2 Domain,/cx,172.247.38.157
d1672414.azureedge.net,Possible Cobalt Strike C2 Domain,/rn,165.22.10.64
d1am0nd.ddns.net,Possible Cobalt Strike C2 Domain,/cm,194.135.17.31
d1am0nd.ddns.net,Possible Cobalt Strike C2 Domain,/pixel,194.135.17.31
d1j6ynnkkyzn6b.cloudfront.net,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-026249/field-keywords=year,3.231.199.164
d1m383qkjwdfx0.cloudfront.net,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-026249/field-keywords=year,34.235.195.209
d1n3g6gayr311x.cloudfront.net,Possible Cobalt Strike C2 Domain,/html,43.206.63.126
d2h7014tid4d1y.cloudfront.net,Possible Cobalt Strike C2 Domain,/case,35.74.29.162
d2r7zxxp94uuq9.cloudfront.net,Possible Cobalt Strike C2 Domain,/ny,35.75.239.134
d2tm7b3g7gf7d5.cloudfront.net,Possible Cobalt Strike C2 Domain,/fo,18.176.136.197
d3c0hjeoqmryl5.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/8q98pYJ/V16gfsYQQuKzweZW4ysIJrtWB-h,137.184.237.252
d3llu4686fshym.cloudfront.net,Possible Cobalt Strike C2 Domain,/ny,35.72.110.97
d3o8tsrpl5k6yb.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/8q98pYJ/V16gfsYQQuKzweZW4ysIJrtWB-h,137.184.237.252
d3so0g2pxg0u5a.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/8q98pYJ/V16gfsYQQuKzweZW4ysIJrtWB-h,137.184.237.252
da.fulim.top,Possible Cobalt Strike C2 Domain,/push,111.230.242.129
dangofil.xyz,Possible Cobalt Strike C2 Fronted Domain,/api/logout,39.101.1.147
dash.congluanz.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,38.54.30.59
datacloudprocessing.com,Possible Cobalt Strike C2 Domain,/extension,104.168.59.11
datacloudprocessing.com,Possible Cobalt Strike C2 Domain,/extension,194.50.153.114
datacloudprocessing.com,Possible Cobalt Strike C2 Domain,/ny.css,104.168.59.11
datacloudprocessing.com,Possible Cobalt Strike C2 Domain,/ny.css,194.50.153.114
ddc6e733wcyh7.cloudfront.net,Possible Cobalt Strike C2 Fronted Domain,/5aq/XP/SY75Qyw.htm,3.22.70.55
def30qw5ks4uw.cloudfront.net,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,23.21.52.245
des.download.windowsupdate.com,Possible Cobalt Strike C2 Fronting Domain,/owa,114.115.220.3
des.download.windowsupdate.com,Possible Cobalt Strike C2 Fronting Domain,/owa,190.92.227.227
description.bettermoneyhelp.com,Possible Cobalt Strike C2 Domain,/owa/W1x7JCcx-jqUmekQl5daTU8WWFHFX-V3Er,52.0.66.129
devnetapp.com,Possible Cobalt Strike C2 Domain,/d_config,194.50.153.2
devnetapp.com,Possible Cobalt Strike C2 Domain,/d_config,213.232.114.22
devnetapp.com,Possible Cobalt Strike C2 Domain,/ky,194.50.153.2
devnetapp.com,Possible Cobalt Strike C2 Domain,/ky,213.232.114.22
dg.gdga.org.cn,Possible Cobalt Strike C2 Domain,/update/,1.15.139.215
dh5rg5aebo6yx.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/fp/Q6wi29xYH0gsRSIeIgVpy0,3.77.8.200
dianqi1.dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
digital.yesky.com,Possible Cobalt Strike C2 Fronted Domain,/owa,114.115.220.3
discover.myegov.eu,Possible Cobalt Strike C2 Domain,/showcaptcha,45.152.115.139
dn4d1v1ofq2j1.cloudfront.net,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,54.236.154.41
dns.alidns1.tk,Possible Cobalt Strike C2 Domain,/csdn-footer.css,81.68.170.165
dns.antegivi.com,Possible Cobalt Strike C2 Domain,/pixel,216.219.86.212
dns.azurelive-dns.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,64.176.37.64
dns.binsmob.com,Possible Cobalt Strike C2 Domain,/pixel,31.44.184.74
dns.checkavail.space,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr,191.101.44.35
dns.cityoall.com,Possible Cobalt Strike C2 Domain,/push,67.198.232.217
dns.crestbrige.site,Possible Cobalt Strike C2 Domain,/safebrowsing/mDn-/7YSLjQ0E-3erRkbO8ZDjD,167.99.149.163
dns.djn.blue,Possible Cobalt Strike C2 Domain,/api,138.197.167.52
dns.exploitresearch.art,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,45.79.125.241
dns.forcorpor.com,Possible Cobalt Strike C2 Domain,/__utm.gif,31.44.184.73
dns.forcorpor.com,Possible Cobalt Strike C2 Domain,/dot.gif,31.44.184.73
dns.greypsecurity.training,Possible Cobalt Strike C2 Domain,/search/,54.149.61.80
dns.incididunt.com,Possible Cobalt Strike C2 Domain,/pixel.gif,103.114.163.107
dns.ns1.akingump.cloud,Possible Cobalt Strike C2 Domain,/fwlink,100.26.145.203
dns.velmeded.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,31.44.184.88
dns.velmeded.com,Possible Cobalt Strike C2 Domain,/dot.gif,31.44.184.88
dns.veriernano.com,Possible Cobalt Strike C2 Domain,/push,31.44.184.63
dns1.utcsystemtime.com,Possible Cobalt Strike C2 Domain,/checkin,84.32.188.104
dns2.utcsystemtime.com,Possible Cobalt Strike C2 Domain,/checkin,84.32.188.104
dnsproxy.blueseaedu.com,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr,185.74.222.16
dnsswag.djn.blue,Possible Cobalt Strike C2 Domain,/search,159.203.60.8
doc.bluework.ink,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,8.218.129.91
doc.freeonline-office.com,Possible Cobalt Strike C2 Domain,/signin,195.123.225.85
dotnet.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/Docs,106.52.236.88
down.dlsec.eu.org,Possible Cobalt Strike C2 Domain,/sugrec,1.13.160.239
download.chanenergy.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2022/03/29136388_,45.136.245.12
download.windowsupdate.com,Possible Cobalt Strike C2 Fronting Domain,/c/msdownload/update/others/2020/10/29136388_,193.42.32.143
dpp.zhuoeye.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,107.189.31.184
drgb74ojbgxg7.cloudfront.net,Possible Cobalt Strike C2 Domain,/ku,35.72.81.198
drop.mcagroupinvest.com,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,189.18.129.177
dropper.bilibili360.xyz,Possible Cobalt Strike C2 Domain,/cm,121.5.128.191
dt.localtoast.co.za,Possible Cobalt Strike C2 Domain,/api/get.php,137.184.25.81
dww.netuse1.eu.org,Possible Cobalt Strike C2 Domain,/sugrec,1.13.160.239
eas.cqivc.com,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/2021/03/29136388_,121.37.117.19
ec2-cs01-verify.ossaliyun.info,Possible Cobalt Strike C2 Domain,/load,42.51.40.232
edgesupporttd.eastus.cloudapp.azure.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,138.91.104.200
edu.enorth.com.cn,Possible Cobalt Strike C2 Fronted Domain,/owa,190.92.227.227
edu.hicomputing.huawei.com,Possible Cobalt Strike C2 Fronted Domain,/c/msdownload/update/others/2021/03/29136388_,121.37.117.19
edu.hicomputing.huawei.com,Possible Cobalt Strike C2 Fronted Domain,/s3/fiji-static/_/CbirPanel@desktop.en.4307c8d994f7025d1b03bc7987dff5e0.js,43.138.10.232
edusupport.microsoft.com,Possible Cobalt Strike C2 Fronting Domain,/lib/v2/wcp-consent.js,112.74.184.37
energy.steelcdn.com,Possible Cobalt Strike C2 Domain,/j.ad,54.221.186.232
eu-1.myegov.eu,Possible Cobalt Strike C2 Domain,/showcaptcha,45.152.115.139
exchanges1.microsoftser.top,Possible Cobalt Strike C2 Domain,/fwlink,121.4.155.50
exchanges1.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,181.214.39.102
exchanges2.microsoftser.top,Possible Cobalt Strike C2 Domain,/ptj,121.4.155.50
exchanges2.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,181.214.39.102
exl.officeappsreviews.com,Possible Cobalt Strike C2 Domain,/lanche-334e58sfj4eeu7h4dd3sss32d,146.70.79.23
external.myazureonline.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,164.92.169.139
external.myazureonline.com,Possible Cobalt Strike C2 Domain,/ga.js,164.92.169.139
file.spotify.com.s3.bucket-amazon.com,Possible Cobalt Strike C2 Domain,/signin,193.187.173.137
fms.myftp.org,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,103.138.22.165
fms.myftp.org,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,103.174.104.8
forcorpor.com,Possible Cobalt Strike C2 Domain,/dpixel,31.44.184.73
forcorpor.com,Possible Cobalt Strike C2 Domain,/load,31.44.184.73
fukuoka.cloud-maste.com,Possible Cobalt Strike C2 Fronting Domain,/5aq/XP/SY75Qyw.htm,3.22.70.55
google.com,Possible Cobalt Strike C2 Fronting Domain,/modcp.css,23.108.57.187
google.ru,Possible Cobalt Strike C2 Fronting Domain,/eso.html,172.93.201.58
googlecloudsvcs.com,Possible Cobalt Strike C2 Domain,/en_US/all.js,137.184.137.107
googlecloudsvcs.com,Possible Cobalt Strike C2 Domain,/match,137.184.137.107
greencorp.pro,Possible Cobalt Strike C2 Domain,/___utm.gif,20.102.113.195
groupline.org,Possible Cobalt Strike C2 Domain,/bg,104.223.118.115
groupline.org,Possible Cobalt Strike C2 Domain,/bg,194.50.153.11
groupline.org,Possible Cobalt Strike C2 Domain,/faq,104.223.118.115
groupline.org,Possible Cobalt Strike C2 Domain,/faq,194.50.153.11
guwamog.network,Possible Cobalt Strike C2 Domain,/Acquire/v3.5/XCOSIQZ8V39R,23.108.57.227
gwgp-qgrtsasseax.n.bdcloudapi.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,114.132.216.158
hack.mchotspring.press,Possible Cobalt Strike C2 Domain,/updates.rss,27.157.113.61
hashmap.tw,Possible Cobalt Strike C2 Fronted Domain,/restapi/soa2/21881/json/gethotdestination,154.213.64.87
heastings.com,Possible Cobalt Strike C2 Domain,/design/query/9X5M3SOE0F,194.5.212.238
help.npmstatic.com,Possible Cobalt Strike C2 Domain,/page.jsp,54.91.23.205
highway.steelcdn.org,Possible Cobalt Strike C2 Domain,/w/index.php,18.206.212.19
home-hsf2czcghwhjg7fh.z01.azurefd.net,Possible Cobalt Strike C2 Domain,/safebrowsing/3C4j21xN/xijqb2bWP9tK63lwqNALftwPDYo70,159.89.175.243
hommyyy-hjbggphhf5bnfmhu.z01.azurefd.net,Possible Cobalt Strike C2 Domain,/safebrowsing/oAX7UR/hCvS3syeaHpeu3IgZr7FUN,139.59.28.209
huanjing.chinaeic.net,Possible Cobalt Strike C2 Fronting Domain,/dist/css/bootstrap.min.css,110.40.201.49
huo96.icu,Possible Cobalt Strike C2 Domain,/image/,46.29.161.12
huvoyofib.org,Possible Cobalt Strike C2 Fronted Domain,/eso.html,172.93.201.58
iane.initiativeus.com,Possible Cobalt Strike C2 Domain,/gecko-002209d43095321-04009-29d082d,23.106.122.69
iane.outlookonlines.com,Possible Cobalt Strike C2 Domain,/web-sinf002209d30000022ii0921071812d,172.105.192.139
id1.opstionery.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.221.72
id2.opstionery.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,139.180.221.72
