#domain,ioc,uri_path,ip
d3o8tsrpl5k6yb.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/8q98pYJ/V16gfsYQQuKzweZW4ysIJrtWB-h,137.184.237.252
d3so0g2pxg0u5a.cloudfront.net,Possible Cobalt Strike C2 Domain,/safebrowsing/8q98pYJ/V16gfsYQQuKzweZW4ysIJrtWB-h,137.184.237.252
db.dbzjk.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,47.99.172.42
dentaldev.azureedge.net,Possible Cobalt Strike C2 Domain,/query.xml,3.137.214.117
dianqi1.dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/,45.135.118.251
dirt.acemindtechnology.com,Possible Cobalt Strike C2 Domain,/j.ad,44.211.200.71
dns.cityoall.com,Possible Cobalt Strike C2 Domain,/ca,104.223.121.37
dns.elsewhens.org,Possible Cobalt Strike C2 Domain,/owa/,185.132.125.151
dns.forcorpor.com,Possible Cobalt Strike C2 Domain,/push,31.44.184.73
dns.greypsecurity.training,Possible Cobalt Strike C2 Domain,/search/,54.149.61.80
dns.ns1.akingump.cloud,Possible Cobalt Strike C2 Domain,/fwlink,100.26.145.203
dns.ringatpstul.com,Possible Cobalt Strike C2 Domain,/visit.js,185.74.254.12
dns.veriernano.com,Possible Cobalt Strike C2 Domain,/pixel,194.34.133.87
dnsproxy.blueseaedu.com,Possible Cobalt Strike C2 Domain,/maps/overlaybfpf,185.74.222.16
dnsswag.djn.blue,Possible Cobalt Strike C2 Domain,/search,159.203.60.8
doc.bluework.ink,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,8.218.129.91
dsa7mkr3avu2g.cloudfront.net,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,52.202.10.91
exchange1.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,23.95.44.80
exchange2.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,23.95.44.80
exchanges1.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,181.214.39.102
exchanges2.microsoftser.top,Possible Cobalt Strike C2 Domain,/rp/1hGciYbPE6ALKVPnmrkw4Pko3GI.br.js,181.214.39.102
exl.officeappsreviews.com,Possible Cobalt Strike C2 Domain,/lanche-334e58sfj4eeu7h4dd3sss32d,37.120.234.98
file.kolunbia.com,Possible Cobalt Strike C2 Domain,/owa/BIzYK6YEu70ADGkJwUC4OcGQl,216.238.74.154
financialservicesunion.com,Possible Cobalt Strike C2 Domain,/af.js,91.103.253.54
financialservicesunion.com,Possible Cobalt Strike C2 Domain,/ro,91.103.253.54
forcorpor.com,Possible Cobalt Strike C2 Domain,/pixel.gif,31.44.184.73
fwe43.danamoninternal.com,Possible Cobalt Strike C2 Domain,/jquery-3.6.1.min.js,119.18.157.142
fxe12.danamoninternal.com,Possible Cobalt Strike C2 Domain,/jquery-3.6.1.min.js,119.18.157.142
gk-stst.ru,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,194.169.175.143
gvlgq3xhw5-spot-sta1.b-cdn.net,Possible Cobalt Strike C2 Domain,/recaptcha/web/player,3.137.221.216
harudake.com,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/,147.78.47.135
hepinghealth365.top,Possible Cobalt Strike C2 Domain,/index.html,107.173.83.62
home.yangguifeiyahoo.shop,Possible Cobalt Strike C2 Domain,/image/,93.179.127.146
iane.initiativeus.com,Possible Cobalt Strike C2 Domain,/gecko-002209d43095321-04009-29d082d,103.16.231.87
iane.outlookonlines.com,Possible Cobalt Strike C2 Domain,/web-sinf002209d30000022ii0921071812d,172.105.192.139
image.baiduu.org,Possible Cobalt Strike C2 Domain,/load,163.197.211.102
image.baiduu.org,Possible Cobalt Strike C2 Domain,/push,163.197.211.102
incitewebsolution.com,Possible Cobalt Strike C2 Domain,/av,91.103.253.4
incitewebsolution.com,Possible Cobalt Strike C2 Domain,/copyright,104.129.20.44
incitewebsolution.com,Possible Cobalt Strike C2 Domain,/lt,104.129.20.44
incitewebsolution.com,Possible Cobalt Strike C2 Domain,/lt,91.103.253.4
jdklove.top,Possible Cobalt Strike C2 Domain,/improve/v7.98/F60H46TG,152.32.145.237
ji31j6ul4283183.com,Possible Cobalt Strike C2 Domain,/Reactivate/mrtg/7YO56X3S7V1J,218.161.48.6
js.msedgeupdate.com,Possible Cobalt Strike C2 Domain,/__utm.gif,8.212.44.149
js.msedgeupdate.com,Possible Cobalt Strike C2 Domain,/__utm.gif,8.212.49.116
jt.tnnd.ml,Possible Cobalt Strike C2 Domain,/xmlconnect.html,47.93.51.191
lack.protax123.com,Possible Cobalt Strike C2 Domain,/j.ad,54.144.139.62
leno.initiativeus.com,Possible Cobalt Strike C2 Domain,/gecko-002209d43095321-04009-29d082d,103.16.231.87
leno.outlookonlines.com,Possible Cobalt Strike C2 Domain,/web-sinf002209d30000022ii0921071812d,172.105.192.139
lifeillus.securianretirementcenter.center,Possible Cobalt Strike C2 Domain,/search/,66.175.213.178
listen.appstored.store,Possible Cobalt Strike C2 Domain,/apple-3.3.1.min.js,5.188.230.55
local.cnbcheadlines.com,Possible Cobalt Strike C2 Domain,/default.jsp,107.22.105.161
local.cnbcheadlines.com,Possible Cobalt Strike C2 Domain,/default.jsp,54.164.170.197
log.lihaimaoyi.com,Possible Cobalt Strike C2 Domain,/api/3,101.35.198.64
log.speech-microsoft.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2017/12/29132a9e7a0e9a9e2,206.237.30.76
logs.speech-microsoft.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2017/12/29132a9e7a0e9a9e2,206.237.30.76
machine.wizardsfinance.com,Possible Cobalt Strike C2 Domain,/j.ad,34.226.249.189
mail.admin666.xyz,Possible Cobalt Strike C2 Domain,/load,101.200.190.119
mail.cncb.info,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
measurement.springhealthpharmacy.com,Possible Cobalt Strike C2 Domain,/j.ad,44.208.22.232
meetlak.link,Possible Cobalt Strike C2 Domain,/api/3,139.159.196.229
miao.xiaogoubi.top,Possible Cobalt Strike C2 Domain,/idle/1376547834/1,125.128.113.108
nc1.mlcr0s0ft.one,Possible Cobalt Strike C2 Domain,/api/3,45.32.253.112
net.healthyalwayss.com,Possible Cobalt Strike C2 Domain,/j.ad,44.201.241.22
netdevstudio.com,Possible Cobalt Strike C2 Domain,/get.css,104.129.20.43
netdevstudio.com,Possible Cobalt Strike C2 Domain,/get.css,91.103.253.6
netdevstudio.com,Possible Cobalt Strike C2 Domain,/get.css,91.103.253.7
netdevstudio.com,Possible Cobalt Strike C2 Domain,/get.css,91.103.253.8
netdevstudio.com,Possible Cobalt Strike C2 Domain,/lu,104.129.20.43
netdevstudio.com,Possible Cobalt Strike C2 Domain,/lu,91.103.253.6
netdevstudio.com,Possible Cobalt Strike C2 Domain,/lu,91.103.253.7
netdevstudio.com,Possible Cobalt Strike C2 Domain,/lu,91.103.253.8
network.drivespacenet.com,Possible Cobalt Strike C2 Domain,/www/handle/doc,143.92.39.125
newstatisc.googleinfo.se,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,8.212.44.149
newstatisc.googleinfo.se,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,8.212.49.116
nn.gxyy77.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,23.224.90.150
ns.higogo.me,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,103.173.237.13
ns.mydhx.top,Possible Cobalt Strike C2 Domain,/j.ad,82.157.63.28
ns.rty.contact,Possible Cobalt Strike C2 Domain,/ptj,46.30.43.121
ns1.007work.icu,Possible Cobalt Strike C2 Domain,/cm,104.238.151.17
ns1.ace3.ru,Possible Cobalt Strike C2 Domain,/gmail/about/static-2.0/js/main.min.js,195.133.53.144
ns1.akingump.cloud,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,100.26.145.203
ns1.anaitea.com,Possible Cobalt Strike C2 Domain,/jquery.com/,154.211.18.108
ns1.bogotatrade.co,Possible Cobalt Strike C2 Fronted Domain,/search/,23.105.210.39
ns1.bre1ce.top,Possible Cobalt Strike C2 Domain,/ptj,155.94.170.73
ns1.caigoupangza.top,Possible Cobalt Strike C2 Domain,/fwlink,120.46.211.40
ns1.ccadn.org,Possible Cobalt Strike C2 Domain,/api/3,146.70.149.251
ns1.cdnmax.info,Possible Cobalt Strike C2 Domain,/ptj,64.176.35.130
ns1.centos-yum.xyz,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.slim.min.js,167.179.84.218
ns1.chongfan1990.xyz,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
ns1.corpais900.co,Possible Cobalt Strike C2 Domain,/,45.136.255.189
ns1.digitelela.com,Possible Cobalt Strike C2 Fronted Domain,/search/,104.238.153.140
ns1.dingtaIk.tk,Possible Cobalt Strike C2 Fronted Domain,/preload,47.94.43.210
ns1.emohack.xyz,Possible Cobalt Strike C2 Domain,/api/vs/asf/v1/6,36.140.76.50
ns1.fcdncloud.link,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,185.239.84.203
ns1.gxyy77.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,23.224.90.150
ns1.libai.monster,Possible Cobalt Strike C2 Domain,/ptj,45.155.222.221
ns1.microtimezone.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,66.29.131.147
ns1.mlcr0s0ft.one,Possible Cobalt Strike C2 Domain,/api/3,45.32.253.112
ns1.niggerasssys.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,167.179.114.165
ns1.ossqianxin.co,Possible Cobalt Strike C2 Domain,/updates,204.236.138.252
ns1.tosohindia.cloudns.nz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,94.131.113.34
ns1.xiaopeng111.com,Possible Cobalt Strike C2 Domain,/__utm.gif,101.91.154.125
ns1.xn--mil-ixy.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2016/12/29136388_,185.158.94.217
ns2.007work.icu,Possible Cobalt Strike C2 Domain,/load,104.238.151.17
ns2.ace3.ru,Possible Cobalt Strike C2 Domain,/gmail/about/static-2.0/js/main.min.js,195.133.53.144
ns2.anaitea.com,Possible Cobalt Strike C2 Domain,/jquery.com/,154.211.18.108
ns2.caigoupangza.top,Possible Cobalt Strike C2 Domain,/dpixel,120.46.211.40
ns2.cdnmax.info,Possible Cobalt Strike C2 Domain,/j.ad,64.176.35.130
ns2.centos-yum.xyz,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.5.1.slim.min.js,167.179.84.218
ns2.chongfan1990.xyz,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
ns2.corpais900.co,Possible Cobalt Strike C2 Domain,/,45.136.255.189
ns2.dingtaIk.tk,Possible Cobalt Strike C2 Fronted Domain,/preload,47.94.43.210
ns2.emohack.xyz,Possible Cobalt Strike C2 Domain,/api/vs/asf/v1/6,36.140.76.50
ns2.fcdncloud.link,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,185.239.84.203
ns2.gxyy77.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,23.224.90.150
ns2.mammothspoon.xyz,Possible Cobalt Strike C2 Domain,/en_US/all.js,123.56.75.209
ns2.microtimezone.com,Possible Cobalt Strike C2 Domain,/match,66.29.131.147
ns2.niggerasssys.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,167.179.114.165
ns2.ossqianxin.co,Possible Cobalt Strike C2 Domain,/updates,204.236.138.252
ns2.xiaopeng111.com,Possible Cobalt Strike C2 Domain,/en_US/all.js,101.91.154.125
ns2.xn--mil-ixy.com,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2016/12/29136388_,185.158.94.217
ns3.007work.icu,Possible Cobalt Strike C2 Domain,/cm,104.238.151.17
ns3.10010.buzz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,110.41.189.19
ns3.ace3.ru,Possible Cobalt Strike C2 Domain,/gmail/about/static-2.0/js/main.min.js,195.133.53.144
ns3.chongfan1990.xyz,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
ns3.ossqianxin.co,Possible Cobalt Strike C2 Domain,/updates,204.236.138.252
ns3.xiaopeng111.com,Possible Cobalt Strike C2 Domain,/load,101.91.154.125
ns4.10010.buzz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,110.41.189.19
ns4.digitelela.com,Possible Cobalt Strike C2 Domain,/search,64.176.7.118
ns8.x7z.mom,Possible Cobalt Strike C2 Domain,/fwlink,199.195.251.219
oa.cncb.info,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
oary.10086.cn,Possible Cobalt Strike C2 Fronting Domain,/static/js/21.4ba2507c.js,39.105.107.87
one.cloudfleras.com,Possible Cobalt Strike C2 Domain,/msdownload/update/v3/static/trustedr/en/authrootstl.cab,104.200.67.121
one.cloudfleras.com,Possible Cobalt Strike C2 Domain,/msdownload/update/v3/static/trustedr/en/authrootstl.cab,195.133.23.90
onlinetechdesk.com,Possible Cobalt Strike C2 Domain,/en,104.168.48.208
onlinetechdesk.com,Possible Cobalt Strike C2 Domain,/en,91.103.253.98
onlinetechdesk.com,Possible Cobalt Strike C2 Domain,/template.js,104.168.48.208
onlinetechdesk.com,Possible Cobalt Strike C2 Domain,/template.js,91.103.253.98
payloads.one,Possible Cobalt Strike C2 Domain,/r/webdev/comments/95ltyr,45.82.78.106
peace.winexmarkets11.com,Possible Cobalt Strike C2 Domain,/j.ad,54.226.51.227
percheck.dingtalk.com,Possible Cobalt Strike C2 Fronting Domain,/s3/fiji-static/_/CbirPanel@desktop.en.4307c8d994f7025d1b03bc7987dff5e0.js,43.138.10.232
phruit.shop,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,13.228.103.159
piac.elsewhens.org,Possible Cobalt Strike C2 Domain,/owa/,185.132.125.151
pics.autistan.lu,Possible Cobalt Strike C2 Domain,/api/v1/Update,52.31.239.60
ppt.officeappsreviews.com,Possible Cobalt Strike C2 Domain,/lanche-334e58sfj4eeu7h4dd3sss32d,37.120.234.98
privia.keremsarmis.com,Possible Cobalt Strike C2 Domain,/bombaimha.php,213.142.159.117
prod.ergonomic-survey.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,3.237.41.66
qianxin.edr-down.uk,Possible Cobalt Strike C2 Domain,/owa/,150.158.173.125
qianxing.rocks,Possible Cobalt Strike C2 Domain,/api/3,47.243.104.189
qw.svchostsreg.com,Possible Cobalt Strike C2 Domain,/get.css,5.188.87.41
rano.initiativeus.com,Possible Cobalt Strike C2 Domain,/gecko-002209d43095321-04009-29d082d,103.16.231.87
rano.outlookonlines.com,Possible Cobalt Strike C2 Domain,/web-sinf002209d30000022ii0921071812d,172.105.192.139
rapidevolution.org,Possible Cobalt Strike C2 Domain,/rw,104.129.20.190
rapidevolution.org,Possible Cobalt Strike C2 Domain,/rw,91.103.253.5
rapidevolution.org,Possible Cobalt Strike C2 Domain,/us.html,104.129.20.190
rapidevolution.org,Possible Cobalt Strike C2 Domain,/us.html,91.103.253.5
recommendation.digihealthlocker.com,Possible Cobalt Strike C2 Domain,/j.ad,54.226.3.99
res.mall.10010.cn,Possible Cobalt Strike C2 Fronted Domain,/static/js/21.4ba2507c.js,39.105.107.87
ringatpstul.com,Possible Cobalt Strike C2 Domain,/cm,185.74.254.12
safebulkers.northeurope.cloudapp.azure.com,Possible Cobalt Strike C2 Domain,/___utm.gif,20.238.17.238
salt.doctordanm.com,Possible Cobalt Strike C2 Domain,/j.ad,54.196.194.166
sanjianke.icu,Possible Cobalt Strike C2 Domain,/api/getit,165.154.131.126
secureservices.fun,Possible Cobalt Strike C2 Fronted Domain,/jp.css,62.233.57.213
seeusdt.com,Possible Cobalt Strike C2 Domain,/activity,190.123.44.150
server1.bre1ce.top,Possible Cobalt Strike C2 Domain,/fwlink,155.94.170.73
service-04n5kmrn-1302014318.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,114.67.229.116
service-1cao6cjs-1312654103.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/admin/login,124.223.200.131
service-1scv7ngm-1318428097.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/user,111.230.30.197
service-3j67aa2t-1259727864.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,60.204.133.143
service-59k52o32-1313164119.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit,47.92.71.126
service-6wso9e3t-1257357125.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,81.70.29.244
service-6wt8xswb-1307888624.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,111.229.142.238
service-6xtzl44u-1252551592.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit,139.199.173.235
service-7tnbn05f-1319135578.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/enable/PDF/ITZE5SUW,60.204.185.123
service-7u28tmku-1309186631.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,114.132.73.232
service-a83yg9pg-1307556005.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,114.132.51.143
service-c3p2vbb6-1313164119.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit,47.92.71.126
service-d1yss7wi-1314780031.nj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/www/handle/doc,43.143.186.7
service-dj3eqgq2-1316113086.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/Contact/v9.23/AODFY6X8UV,142.93.2.25
service-dlrbbup7-1309697666.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,117.50.174.131
service-fdlpxzmu-1258021343.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,175.24.176.137
service-g1c0a353-1302650299.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,198.98.48.31
service-goqpel8p-1313519678.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/admin/login,150.158.180.97
service-hzdzk12c-1318485841.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB,123.207.51.53
service-k6swyxf1-1258536377.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,43.136.180.115
service-kaic9luv-1307760246.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,124.223.3.171
service-mewxt0rn-1251826339.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit,49.234.22.80
service-mtrar14d-1316554402.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/admin/login,101.35.46.154
service-n8rz74li-1301267584.hk.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/x,45.77.21.253
service-ogf120ck-1300456157.nj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/www/handle/doc,118.195.184.126
service-opiag0j1-1308639534.sh.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/getit,129.211.222.142
service-oshdwnr7-1306743016.bj.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/api/ymget0905,114.132.156.55
service-rsb9hux9-1258128533.cd.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/cm,111.67.195.154
sfioa-express.intlsdcn.com,Possible Cobalt Strike C2 Domain,/services/rule-package/sflink/updates/2679521d-ef7a-8507-8130-150fb28f5cda,124.222.239.153
sinatxbaidu.oneneo.xyz,Possible Cobalt Strike C2 Domain,/api/3,49.232.67.116
software.cncb.info,Possible Cobalt Strike C2 Domain,/updates,35.78.175.21
solid.lionhealthpharmacy.com,Possible Cobalt Strike C2 Domain,/j.ad,52.14.74.190
station.startupstorey.com,Possible Cobalt Strike C2 Domain,/j.ad,54.211.209.214
stela-artua.xyz,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2020/10/29136388_,91.207.183.54
sunshine.nicetrue.one,Possible Cobalt Strike C2 Domain,/login.jsp,43.138.52.211
sunshine.nicetrue.one,Possible Cobalt Strike C2 Domain,/pages.jsp,43.138.52.211
sybercodesilver.lol,Possible Cobalt Strike C2 Domain,/ptj,194.15.102.26
sybercodesilver.lol,Possible Cobalt Strike C2 Domain,/ptj,85.111.90.157
tcessolution.com,Possible Cobalt Strike C2 Domain,/btn_bg.html,192.3.76.67
tcessolution.com,Possible Cobalt Strike C2 Domain,/btn_bg.html,91.103.253.48
tcessolution.com,Possible Cobalt Strike C2 Domain,/dz.js,192.3.76.67
tcessolution.com,Possible Cobalt Strike C2 Domain,/dz.js,91.103.253.48
test.227api.com,Possible Cobalt Strike C2 Domain,/__utm.gif,103.146.141.98
test.227api.com,Possible Cobalt Strike C2 Domain,/__utm.gif,154.83.17.116
